equipamento,endereco,tipo_posto,id_tipo_posto,id_distrito,distrito,id_crs,crs,data_hora,indice_fila,status_fila,coronavac,astrazeneca,pfizer,intercambialidade,janssen,influenza,pfizer_ped,corona_ped,id_tb_unidades
PARQUE DO CARMO,Rua Afonso  Sampaio  e Souza 951,PARQUES,5,19,Itaquera,2,LESTE,2022-08-21 17:00:10.330,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,1596
UBS ITAQUERA,"R. AMÉRICO SALVADOR NOVELLI, 265 - ITAQUERA - CEP: 08210-090 - Tel: 2286-0015 / 2286-1422 ",POSTO FIXO,1,19,Itaquera,2,LESTE,2022-08-22 18:55:40.817,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,78
UBS VILA NOSSA SENHORA APARECIDA,"R. PAULINO SERQUEIRA x GUAIA GUAÇU, 1 - ITAQUERA - CEP: 08215-160 - Tel: 2079-7871/ 2073-6039",POSTO FIXO,1,19,Itaquera,2,LESTE,2022-08-22 18:47:11.360,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,80
UBS VILA RAMOS - DR. LUIZ AUGUSTO DE CAMPOS,"AV. AUGUSTO ANTUNES, 1631 - LIMOEIRO - CEP: 08235-630 - Tel: 4780-5060/ 2052-6945",POSTO FIXO,1,19,Itaquera,2,LESTE,2022-08-22 18:55:27.093,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,81
UBS VILA REGINA,"R. CATARINA LOPES, 450 - VILA REGINA - CEP: 08225-000 - Tel: 2205-6003/ 2944-7662",POSTO FIXO,1,19,Itaquera,2,LESTE,2022-08-22 18:49:42.657,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,82
UBS VILA SANTANA,"R. VITOR JOSE DE CASTRO, 84 - VL SANTANA - CEP: 08240- 300 - Tel: 4780-5059/ 2051-3962",POSTO FIXO,1,19,Itaquera,2,LESTE,2022-08-22 18:50:41.723,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,83
UBS JARDIM MAIA,"R. MARFIM VEGETAL, 108 - JD MAIA - CEP: 08081-330 - Tel: 2581-6962",POSTO FIXO,1,20,Jardim Helena,2,LESTE,2022-08-22 18:49:59.220,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,86
UBS TRÊS PONTES,"R. CAPACHOS, 136 - JARDIM CELIA - CEP: 08191330 - Tel: 4780- 5112",POSTO FIXO,1,20,Jardim Helena,2,LESTE,2022-08-22 18:55:04.233,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,88
AMA/UBS INTEGRADA JOSE BONIFACIO III - DRA. LUCY MAYUMI UDAKIRI,"R. SILVIO BARBINI, 40 - ITAQUERA - CEP: 08250-650 - Tel: 2944- 6086/ 2071-2500",POSTO FIXO,1,21,José Bonifácio,2,LESTE,2022-08-22 18:50:34.910,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,90
UBS JARDIM SÃO PEDRO - FRANCISCO ANTONIO CESARONI,"R. SILVIANOPOLIS, 370 - JD SÃO PEDRO - CEP: 08420-680 - Tel: 2552-5355/ 2557-8938",POSTO FIXO,1,21,José Bonifácio,2,LESTE,2022-08-22 18:52:26.530,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,91
UBS GUAIANAZES,"R. PROFESSOR COSME DEODATO TADEU, 90 - GUAIANASES - CEP: 08450-380 - Tel: 4780-5030/ 2557-8177",POSTO FIXO,1,22,Lajeado,2,LESTE,2022-08-22 18:54:29.043,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,93
UBS JARDIM ROBRU - GUAIANASES,"AV. NORDESTINA, 5593 - LAJEADO - CEP: 08431-410 - Tel: 4780- 5094/ 2035-1860",POSTO FIXO,1,22,Lajeado,2,LESTE,2022-08-22 18:43:40.637,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,98
AE MOOCA - ITALO DOMINGOS LE VOCCI,"R. Marina Crespi, 91",POSTO FIXO,1,23,Mooca,2,LESTE,2022-08-22 18:25:06.620,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,502
UBS MOOCA I,"R. TAQUARI, 549 - MOOCA - CEP: 03166-000 - Tel: 2618-5255/ 2291-5517",POSTO FIXO,1,23,Mooca,2,LESTE,2022-08-22 18:42:47.770,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,102
AMA/UBS INTEGRADA PARI,"R. DAS OLARIAS, 503 - CANINDÉ - CEP: 03030-020 - Tel: 3227- 0081",POSTO FIXO,1,24,Pari,2,LESTE,2022-08-22 18:46:13.383,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,103
UBS GLEBA DO PÊSSEGO - VICENTE FIUZA DA COSTA,"R. CONFISSÃO, 786 - PQ DO CARMO - CEP: 08265-230 - Tel: 2522-3177/ 2521-8840",POSTO FIXO,1,25,Parque do Carmo,2,LESTE,2022-08-22 18:01:46.890,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,104
UBS JARDIM COPA - MATHILDE DE AQUINO DINIZ,"R. PONTA DE LUCENA, 330 - ITAQUERA - CEP: 08270-340 - Tel: 2524-5020/ 2522-6763",POSTO FIXO,1,25,Parque do Carmo,2,LESTE,2022-08-22 17:52:57.777,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,105
UBS JARDIM HELIAN,"R. JOÃO BARREIROS, 22 - JARDIM HELIAN - CEP: 08265130 - Tel: 4780-5097/ 2521-7615",POSTO FIXO,1,25,Parque do Carmo,2,LESTE,2022-08-22 18:53:39.007,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,106
UBS JARDIM NOSSA SENHORA DO CARMO,"R. VERÍSSIMO DA SILVA, 136 - JD NOSSA SRA.DO CARMO - CEP: 08275-270 - Tel: 4780-5099/ 2748-5103",POSTO FIXO,1,25,Parque do Carmo,2,LESTE,2022-08-22 18:54:02.477,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,107
UBS SANTO ESTEVÃO - CARMOSINA,"R. CACHOEIRA DA ILHA, 355 - ITAQUERA - CEP: 08270-110 - Tel: 2523-0577",POSTO FIXO,1,25,Parque do Carmo,2,LESTE,2022-08-22 18:50:18.393,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,108
HOSPITAL DIA REDE HORA CERTA - PENHA,"Praça Nossa Sra. da Penha, 55 ",POSTO FIXO,1,26,Penha,2,LESTE,2022-08-22 18:46:30.840,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,505
UBS ENGENHEIRO TRINDADE,"AV. GABRIELA MISTRAL, 1168 - ENG. TRINDADE - CEP: 03701- 000 - Tel: 2641-6973/ 2642-7229",POSTO FIXO,1,26,Penha,2,LESTE,2022-08-22 18:51:47.590,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,109
UBS VILA ESPERANÇA - DR. CASSIO BITENCOURT FILHO,"R. ALVINÓPOLIS, 1350 - VILA BEATRIZ - CEP: 03645000 - Tel: 2023-1137/ 2957-6630",POSTO FIXO,1,26,Penha,2,LESTE,2022-08-22 18:45:20.787,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,110
UBS VILA ESPERANÇA - DR. EMILIO SANTIAGO DE OLIVEIRA,"R. COREMU, 163 - VL ESPERANÇA - CEP: 03647-030 - Tel: 2958- 7502/ 2791-5322",POSTO FIXO,1,26,Penha,2,LESTE,2022-08-22 18:45:26.863,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,111
UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,"R. MADALENA JULIA, 60 - VILA GRANADA - CEP: 03660010 - Tel: 2257-1194/ 2685-8036",POSTO FIXO,1,26,Penha,2,LESTE,2022-08-22 18:45:33.973,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,112
AMA/UBS INTEGRADA JARDIM TRÊS MARIAS - DR. MAURICIO ZAMIJOVSKY,"R. BRENO ACCIOLI, 440 - VL SÃO FRANCISCO - CEP: 03676-040 - Tel: 2280-4388/ 2043-4617",POSTO FIXO,1,27,Ponte Rasa,2,LESTE,2022-08-22 18:49:00.887,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,113
SAE DST/AIDS FIDELIS RIBEIRO,"R. PEIXOTO, 100 - PONTE RASA - CEP 03627010 - Tel: 26210217",POSTO FIXO,1,27,Ponte Rasa,2,LESTE,2022-08-22 17:01:04.350,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,496
UBS COSTA MELO,"R. LUIS ASSON, 165 - VL MONTEVIDEO - CEP: 03624-010 - Tel: 2958-2981/ 2685-8384",POSTO FIXO,1,27,Ponte Rasa,2,LESTE,2022-08-22 18:54:16.323,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,115
UBS JARDIM POPULAR - MATHEUS SANTAMARIA,"Rua Ilha de Castilho, 271",POSTO FIXO,1,27,Ponte Rasa,2,LESTE,2022-08-22 18:50:13.707,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,118
UBS VILA EMA - DR FUAD KASSAB,"R. GUSTAVO STACH, 140 - VILA EMA - CEP: 03277050 - Tel: 2116-3007",POSTO FIXO,1,28,São Lucas,2,LESTE,2022-08-22 18:51:22.760,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,123
UBS JARDIM COLONIAL,"AV. JOSÉ RODRIGUES SANTARÉM, 464 - JD COLONIAL - CEP: 03968-010 - Tel: 2919-0554/ 2018-3519",POSTO FIXO,1,29,São Mateus,2,LESTE,2022-08-22 18:55:36.377,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,127
UBS JARDIM LAPENNA,"R. SERRA DA JURUOCA, 36 - SÃO MIGUEL PAULISTA - CEP: 08071-180 - Tel: 2058-3722",POSTO FIXO,1,30,São Miguel,2,LESTE,2022-08-22 18:51:28.463,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,134
AMA/UBS INTEGRADA JARDIM SAO FRANCISCO II,"R. BANDEIRA DE ARACAMBI, 704 - JD RODOLFO PIRANI - CEP: 08310-010 - Tel: 2751-6712/ 2751-0068",POSTO FIXO,1,31,São Rafael,2,LESTE,2022-08-22 18:55:30.907,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,138
UBS JARDIM DA CONQUISTA I,"R. PERAMIRIM (esq. R. MARCOS GONÇALVES CORREIA), 1 - VL BELA - CEP: 08340-500 - Tel: 2253-2723/ 2253-4573",POSTO FIXO,1,31,São Rafael,2,LESTE,2022-08-22 18:55:11.657,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,141
SAE BETINHO,"  AV. ARQUITETO VILA NOVAS ARTIGAS, Nº 515",POSTO FIXO,1,32,Sapopemba,2,LESTE,2022-08-22 17:47:59.297,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,1551
UBS FAZENDA DA JUTA I,"TRAVESSA LEV LANDAU, 23 A - FAZENDA DA JUTA - CEP: 03977-740 - Tel: 2015-3456/ 2015-3459",POSTO FIXO,1,32,Sapopemba,2,LESTE,2022-08-22 18:55:00.763,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,146
UBS JARDIM DOS EUCALÍPTOS - HELIO MOREIRA SALLES,"R. POEMA DAS AMERICAS, 12 - JD DOS EUCALIPTOS - CEP: 03924-240 - Tel: 2701-7933/ 2718-1440",POSTO FIXO,1,32,Sapopemba,2,LESTE,2022-08-22 18:51:50.683,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,150
UBS SANTA MADALENA,"R. PALMEIRA BACABA, 36 - JD ELBA - CEP: 03980-050 - Tel: 2702-5905/ 2702-5919",POSTO FIXO,1,32,Sapopemba,2,LESTE,2022-08-22 17:55:06.930,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,157
PARQUE CERET,"Rua Canuto de Abreu, s/n",PARQUES,5,33,Tatuapé,2,LESTE,2022-08-14 17:01:19.213,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,1600
UBS VILA SANTO ESTEVÃO - WOADY JORGE KALIL,"R. ANTONIO CAMARDO, 678 - VL GOMES CARDIM - CEP: 03309- 060 - Tel: 2294-3029/ 2274-0222",POSTO FIXO,1,33,Tatuapé,2,LESTE,2022-08-22 18:45:41.380,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,160
UBS VILA CURUÇÁ,"R. PEDRO MEIRA, 1 - VL CURUÇÁ - CEP: 08030-500 - Tel: 4780- 5037/ 2035-4311",POSTO FIXO,1,34,Vila Curuçá,2,LESTE,2022-08-22 18:51:07.397,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,167
UBS VILA NOVA CURUÇÁ,"R. NARCEJA, 51 - SÃO MIGUEL PAULISTA - CEP: 08032-340 - Tel: 4780-5088/ 2035-2292",POSTO FIXO,1,34,Vila Curuçá,2,LESTE,2022-08-22 18:45:26.160,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,168
UBS COMENDADOR JOSÉ GONZALES,"R. NOSSA SENHORA DAS DORES, 350 - VL FORMOSA - CEP: 03367-040 - Tel: 2910-0235/ 2216-7583",POSTO FIXO,1,35,Vila Formosa,2,LESTE,2022-08-22 18:46:13.930,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,169
UBS VILA FORMOSA I - DR. ANTONIO DA SILVEIRA E OLIVEIRA,"R. ACURUÍ, 720 - VL FORMOSA - CEP: 03355-000 - Tel: 2671- 0888/ 2673-3404",POSTO FIXO,1,35,Vila Formosa,2,LESTE,2022-08-22 18:41:32.450,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,170
UBS VILA FORMOSA II,"Rua Ouricuri, 455 - VL FORMOSA - CEP: 03364000 - Tel: 2674- 5246/ 5594-0179",POSTO FIXO,1,35,Vila Formosa,2,LESTE,2022-08-22 18:45:52.773,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,171
UBS VILA GUARANI,"R. TERESINHA, 123 - JD MARINGÁ - CEP: 03382-180 - Tel: 2910- 2958/ 2910-5889",POSTO FIXO,1,35,Vila Formosa,2,LESTE,2022-08-22 18:45:08.177,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,172
UBS JARDIM DAS CAMÉLIAS,"AV. TRÊVO DE SANTA MARIA, 79 - SÃO MIGUEL PAULISTA - CEP: 08050-570 - Tel: 2051-8788",POSTO FIXO,1,36,Vila Jacuí,2,LESTE,2022-08-22 18:55:09.813,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,175
UBS SANTA INÊS,"R. FREI FIDELIS MOTA, 1001 - PQ CRUZEIRO DO SUL - CEP: 08070-130 - Tel: 2297-9669",POSTO FIXO,1,36,Vila Jacuí,2,LESTE,2022-08-22 18:19:30.447,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,177
UBS THÉRSIO VENTURA,"R. ARRAIAL DE SANTA BARBARA, 996 - CIDADE PEDRO J NUNES - CEP: 08061-360 - Tel: 2545-1026",POSTO FIXO,1,36,Vila Jacuí,2,LESTE,2022-08-22 18:50:23.893,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,178
UBS UNIÃO DE VILA NOVA ,"R. RIO CINCO VOLTAS, 205 - SÃO MIGUEL PAULISTA - CEP: 08071100 - Tel: 2037-7779/ 2956-3837",POSTO FIXO,1,36,Vila Jacuí,2,LESTE,2022-08-22 18:54:30.573,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,179
UBS CIDADE PATRIARCA,"R. DR FREDERICO BROTERO, 22 - CIDADE PATRIARCA - CEP: 03552-080 - Tel: 2958-1488",POSTO FIXO,1,37,Vila Matilde,2,LESTE,2022-08-22 18:45:14.393,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,181
UBS JARDIM MARINGÁ - VILA TALARICO,"R. MUANÁ, 214 - JARDIM MARINGÁ - CEP: 03525-090 - Tel: 2269- 3944/ 2781-0637",POSTO FIXO,1,37,Vila Matilde,2,LESTE,2022-08-22 18:45:18.240,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,182
UBS VILA ARICANDUVA,"R. ANTONIO LINDOURO DA SILVA, 265 - VL ARICANDUVA - CEP: 03506-000 - Tel: 2294-8853",POSTO FIXO,1,37,Vila Matilde,2,LESTE,2022-08-22 18:45:26.460,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,183
UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,"R. JOÃO MARCHIORI, 59 - VL GUILHERMINA - CEP: 03547-020 - Tel: 2685-2124/ 2791-5321",POSTO FIXO,1,37,Vila Matilde,2,LESTE,2022-08-22 18:45:56.447,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,184
UBS VILA MATILDE - DR. RUBENS DO VAL,"R. MARCONDES DE BRITO, 1304 - VL MATILDE - CEP: 03509- 000 - Tel: 2653-4391",POSTO FIXO,1,37,Vila Matilde,2,LESTE,2022-08-22 18:45:32.943,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,185
AMA/UBS INTEGRADA VILA CALIFORNIA - ZEILIVAL BRUSCAGIN,"PRAÇA CONDE DE SÃO JANUÁRIO, 91 - VL CALIFORNIA - CEP: 03215-080 - Tel: 2917-1117/ 2317-3461",POSTO FIXO,1,38,Vila Prudente,2,LESTE,2022-08-22 18:54:21.697,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,186
UBS VILA ALPINA - DR. HERMINIO MOREIRA,"R. PARAMU, 398 - VL ALPINA - CEP: 03147-100 - Tel: 2912-8958/ 2917-0136",POSTO FIXO,1,38,Vila Prudente,2,LESTE,2022-08-22 18:51:58.887,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,187
PARQUE VILLA LOBOS,"Av. Prof. Fonseca Rodrigues, 1025- Portão 3 - Alto de Pinheiros - CEP 05461-010",PARQUES,5,91,Mega-Drives,6,MEGA-DRIVES,2022-05-29 16:57:39.337,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,475
UBS MORADA DO SOL,"R. ASSIS BRASIL X PÇA. LUIZ VAZ DE CAMÕES, 31 - SOL NASCENTE - CEP: 05281-130 - Tel: 3941-4364",POSTO FIXO,1,39,Anhanguera,3,NORTE,2022-08-22 18:55:04.500,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,191
UBS JARDIM GUARANI,"R. SANTANA DO ARAÇUAÍ, 160 - BRASILÂNDIA - CEP: 02849-130 - Tel: 3921-5540/ 3921-6385",POSTO FIXO,1,40,Brasilândia,3,NORTE,2022-08-22 18:53:51.023,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,199
UBS JARDIM ICARAI - BRASILANDIA - DR DANIEL ALVES GRANGEIRO,"R. ALMIR DEHAR, 201 - BRASILÂNDIA - CEP: 02846-000 - Tel: 3921-0818/ 3921-8739",POSTO FIXO,1,40,Brasilândia,3,NORTE,2022-08-22 18:51:35.417,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,200
UBS MARIA CECÍLIA F. DONNANGELO,"R. RUI DE MORAES APOCALIPSE, 2 - BRASILÂNDIA - CEP: 02842-260 - Tel: 3921-7759/ 3924-1788",POSTO FIXO,1,40,Brasilândia,3,NORTE,2022-08-22 18:51:12.930,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,202
UBS NOVA ESPERANÇA - PAULISTANO II,"R. MIRACI, 94 - JD. PAULISTANO II - CEP: 02812-220 - Tel: 3972- 5526/ 3974-6206",POSTO FIXO,1,40,Brasilândia,3,NORTE,2022-08-22 18:52:19.390,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,203
UBS DRA. ILZA WELTMAN HUTZLER,"R. CORONEL WALFRIDO DE CARVALHO, S/N - VL NOVA CACHOEIRINHA - CEP: 02472-000 - Tel: 3981-3127/ 2267-3414",POSTO FIXO,1,41,Cachoeirinha,3,NORTE,2022-08-22 18:49:32.123,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,206
UBS JARDIM PERI,"AV. PERI RONCHETTI, 914 - JD PERI - CEP: 02633-000 - Tel: 2231-8771/ 2255-5708",POSTO FIXO,1,41,Cachoeirinha,3,NORTE,2022-08-22 18:55:44.707,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,207
UBS VILA DIONISIA II,"R. SETE DE DEZEMBRO, 73 - VL. NOVA CACHOCHEIRINHA - CEP: 02617-060 - Tel: 2208-1943",POSTO FIXO,1,41,Cachoeirinha,3,NORTE,2022-08-22 18:50:23.503,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,209
UBS CASA VERDE,"Rua Vichy, 468 - CEP 02522-100 - Telefone: (11)3966-0247",POSTO FIXO,1,42,Casa Verde,3,NORTE,2022-08-22 18:55:19.610,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,1601
AMB.ESP.FÓ,"R. Bonifácio Cubas, 304 - Freguesia do Ó, São Paulo - SP, 02731-000",POSTO FIXO,1,43,Freguesia do Ó,3,NORTE,2022-08-22 18:47:10.500,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,488
SAE DST/AIDS NOSSA SENHORA DO Ó,"AVENIDA ITABERABA N.° 1377, FREGUESIA DO Ó. SÃO PAULO, SP -  Tel: 3975-9473",POSTO FIXO,1,43,Freguesia do Ó,3,NORTE,2022-08-22 18:46:19.790,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,540
UBS DR. JOSÉ DE TOLEDO PIZA,"AV. ANTONIO CÉSAR NETO, 387 - JAÇANÃ - CEP: 02276-000 - Tel: 2241-7317/ 2243-7038",POSTO FIXO,1,44,Jaçanã,3,NORTE,2022-08-22 18:55:20.720,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,220
UBS JAÇANÃ – DR. SEBASTIÃO GABRIEL SAYAGO DE LAET,"R. SÃO GERALDINO, 222 - VL CONSTÂNÇA - CEP: 02258-220 - Tel: 2240-0065/ 2242-8876",POSTO FIXO,1,44,Jaçanã,3,NORTE,2022-08-22 18:50:26.393,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,221
UBS JOVA RURAL,"R. ALFEU DE ALCANTARA MONTEIRO, 280 - CONJUNTO HABITACIONAL JOVA RURAL - CEP: 02281200 - Tel: 2206-7350",POSTO FIXO,1,44,Jaçanã,3,NORTE,2022-08-22 18:47:23.940,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,222
UBS PARQUE EDU CHAVES,"AV. EDU CHAVES, 1197 - PQ EDU CHAVES - CEP: 02229-001 - Tel: 2243-6694/ 2243-0052",POSTO FIXO,1,44,Jaçanã,3,NORTE,2022-08-22 18:52:03.107,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,223
UBS VILA NOVA GALVÃO - SÔNIA REGINA CAMPANELLI,"R. ALFEU LUIS GASPARINI, 116 - VL NOVA GALVÃO - CEP: 02281-110 - Tel: 2241-7366/ 2242-0108",POSTO FIXO,1,44,Jaçanã,3,NORTE,2022-08-22 18:50:17.847,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,224
AMA/UBS INTEGRADA ELISIO TEIXEIRA LEITE,"AV. JOÃO AMADO COUTINHO, 400 - JARAGUÁ - CEP: 02815-000 - Tel: 3972-0333/ 3971-2572",POSTO FIXO,1,45,Jaraguá,3,NORTE,2022-08-22 18:50:49.350,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,226
UBS ALDEIA JARAGUA - KWARÃY DJEKUPÉ,"ESTRADA TURÍSTICA DO JARAGUÁ, 3680 - JARAGUÁ - CEP: 05101-000 - Tel: 3903-4988",POSTO FIXO,1,45,Jaraguá,3,NORTE,2022-06-11 09:13:54.840,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,228
UBS ALPES DO JARAGUÁ,"ALAMEDA DAS LIMEIRAS, 46 - ALPES DO JARAGUA - CEP: 05187-634 - Tel: 3941-1169/ 3945-5958",POSTO FIXO,1,45,Jaraguá,3,NORTE,2022-08-22 18:49:12.510,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,229
UBS CITY JARAGUA,"ESTRADA DE TAIPAS (ESQ. RUA PAULO ARENTINO), 1648 - JARAGUÁ - CEP: 02991-000 - Tel: 3947-2690",POSTO FIXO,1,45,Jaraguá,3,NORTE,2022-08-22 18:55:27.800,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,225
UBS INTERATIVA,"R. INTERATIVA, 105 - JARDIM PAULISTANO - CEP: 02996150 - Tel: 3973-7510",POSTO FIXO,1,45,Jaraguá,3,NORTE,2022-08-22 18:52:14.543,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,230
UBS JARDIM PANAMERICANO,"R. BARRA DA FORQUILHA, 38 - JD PANAMERICANO - CEP: 02993-060 - Tel: 3928-1270/ 3941-1362",POSTO FIXO,1,45,Jaraguá,3,NORTE,2022-08-22 18:54:08.557,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,231
UBS PARQUE NAÇÕES UNIDAS (SEM TERRA),"R. ARACY RONDON AMARANTE, 22 - JARDIM SANTA LUCRECIA - CEP: 02996180 - Tel:",POSTO FIXO,1,45,Jaraguá,3,NORTE,2022-08-22 18:50:15.563,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,233
UBS VILA SANTA MARIA,"R. PROFESSOR DARIO RIBEIRO, 670 - CASA VERDE ALTA - CEP: 02559-000 - Tel: 3965-1686/ 3965-6035",POSTO FIXO,1,46,Limão,3,NORTE,2022-08-22 18:50:27.830,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,238
AMA/UBS INTEGRADA LAUZANE PAULISTA,"R. VALORBE, 80 - LAUZANE PAULISTA - CEP: 02442-140 - Tel: 2231-8619/ 2258-5818",POSTO FIXO,1,47,Mandaqui,3,NORTE,2022-08-22 18:50:28.427,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,239
UBS DOMINGOS MAZZONETO DE CILO - VILA AURORA,"R. ENGENHEIRO JEAN BUFF, 126 - CHÁCARA DO ENCOSTO - CEP: 02417-180 - Tel: 2232-2244/ 2235-1053",POSTO FIXO,1,47,Mandaqui,3,NORTE,2022-08-22 18:51:22.900,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,240
UBS HORTO FLORESTAL,"R. LUIS CARLOS GENTILE DE LAET X R. DO HORTO, 603 - HORTO FLORESTAL - CEP: 02378-000 - Tel: 2994-5688/ 2204- 8421",POSTO FIXO,1,47,Mandaqui,3,NORTE,2022-08-22 18:40:28.227,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,241
AMA/UBS INTEGRADA VILA PEREIRA BARRETO,"R. DOM MANOEL DELBOUX, 76 - JD SÃO JOSE - CEP: 02932- 110 - Tel: 3975-9019",POSTO FIXO,1,49,Pirituba,3,NORTE,2022-08-22 18:48:38.510,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,245
UBS CHÁCARA INGLESA,"R. DA LIGAÇAO (PRÓX. R MANUEL FURTADO), 95 - CHÁCARA INGLESA - CEP: 05142-120 - Tel: 3834-5985/ 3832-7587",POSTO FIXO,1,49,Pirituba,3,NORTE,2022-08-22 18:54:06.790,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,246
UBS DOMINGOS MANTELLI,"R. POVOADO DO RIO NOVO, 1778 - PIRITUBA - CEP: 02956-020 - Tel: 3974-3829/ 3974-8389",POSTO FIXO,1,49,Pirituba,3,NORTE,2022-08-22 18:51:03.540,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,247
